,frac_counts_total_foursu_rep_1,frac_counts_total_foursu_rep_2,frac_counts_total_foursu_rep_3,frac_counts_total_total_rep_1,frac_counts_total_total_rep_2,frac_counts_total_total_rep_3,percent_counts_total_foursu_rep_1,percent_counts_total_foursu_rep_2,percent_counts_total_foursu_rep_3,percent_counts_total_total_rep_1,percent_counts_total_total_rep_2,percent_counts_total_total_rep_3
23,1.7001644010412908e-07,1.8054358634300578e-06,2.9636675563974777e-07,5.11731375988453e-07,2.0447984960249637e-06,0.0,1.700164401041291e-05,0.00018054358634300577,2.9636675563974776e-05,5.11731375988453e-05,0.00020447984960249638,0.0
24,6.195921704939256e-07,5.930362464612837e-07,5.170111790533471e-07,1.0462247271329215e-06,1.0534169435874223e-06,5.367872371332029e-07,6.195921704939256e-05,5.930362464612837e-05,5.1701117905334705e-05,0.00010462247271329215,0.00010534169435874224,5.367872371332029e-05
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1.3166333622995919e-06,2.202706058284768e-06,9.544821767138716e-07,3.8749063967885985e-06,3.7701237981023536e-06,1.5566829876862882e-06,0.00013166333622995917,0.0002202706058284768,9.544821767138717e-05,0.00038749063967885984,0.0003770123798102354,0.00015566829876862882
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.00010993888575201593,0.0002744487029159041,0.00020823619488640965,0.00035269398023569823,0.0005243244229213818,0.000618432575901163,0.010993888575201593,0.027444870291590408,0.020823619488640966,0.03526939802356982,0.05243244229213818,0.0618432575901163
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2.696941476195142e-06,4.379981663327979e-06,5.226404961961066e-06,5.772705391829786e-06,1.5169925855480224e-05,1.1468727714969447e-05,0.0002696941476195142,0.00043799816633279795,0.0005226404961961066,0.0005772705391829786,0.0015169925855480224,0.0011468727714969446
31,6.592289140600708e-05,0.0001443873967346741,0.00011197605232036308,0.00026023961874770764,0.0003468174017593765,0.0003958454278217049,0.0065922891406007085,0.014438739673467411,0.011197605232036308,0.026023961874770764,0.03468174017593765,0.03958454278217049
32,6.412706162532097e-07,2.937468267271696e-06,4.413804373460725e-06,0.0,7.824626426448653e-06,2.8188895428813304e-06,6.412706162532098e-05,0.0002937468267271696,0.00044138043734607245,0.0,0.0007824626426448653,0.00028188895428813305
33,0.0,0.0,0.0,0.0,0.0,2.777931173683803e-06,0.0,0.0,0.0,0.0,0.0,0.0002777931173683803
34,5.639024168676588e-06,6.380774510433748e-06,6.562881961881043e-06,1.6328508131959625e-05,9.106396331021323e-06,1.060849600002076e-05,0.0005639024168676588,0.0006380774510433748,0.0006562881961881044,0.0016328508131959625,0.0009106396331021323,0.001060849600002076
35,6.963620761898434e-06,3.5376217535254206e-07,3.2254396543694846e-05,3.717906438443994e-05,2.4409469209187257e-05,8.486923374447125e-05,0.0006963620761898435,3.537621753525421e-05,0.0032254396543694845,0.003717906438443994,0.0024409469209187257,0.008486923374447125
36,1.1630982055939376e-05,4.0010149773078086e-05,3.317336227953282e-05,3.637713010866557e-05,8.041887361650497e-05,0.00011186792607714663,0.0011630982055939375,0.004001014977307808,0.003317336227953282,0.0036377130108665567,0.008041887361650497,0.011186792607714663
37,1.4360827555216257e-06,5.918953929821538e-06,3.5662893041772757e-06,1.0681836085636708e-05,2.2293881316325208e-05,1.3103582383854757e-05,0.00014360827555216256,0.0005918953929821538,0.00035662893041772756,0.001068183608563671,0.002229388131632521,0.0013103582383854758
38,2.419750890649724e-05,7.174850989067426e-05,3.3858050563946835e-05,5.8192005913050785e-05,0.00011859768343598863,0.000116989337634349,0.002419750890649724,0.007174850989067426,0.0033858050563946836,0.005819200591305079,0.011859768343598863,0.0116989337634349
39,2.579862139198779e-06,4.480766224866408e-06,5.880840854243959e-06,1.1028334633030838e-05,1.4113284901615456e-05,1.084080044641787e-05,0.00025798621391987794,0.0004480766224866408,0.0005880840854243959,0.0011028334633030837,0.0014113284901615456,0.001084080044641787
40,6.160149938220895e-06,2.4890763358847583e-05,1.440903339428133e-05,2.4529448687981367e-05,5.4128728548318666e-05,3.140033522370375e-05,0.0006160149938220895,0.002489076335884758,0.001440903339428133,0.0024529448687981366,0.005412872854831867,0.0031400335223703752
41,0.0,2.1387029179035574e-06,1.1395348346998057e-06,1.4372423066141386e-06,3.7445149549887582e-06,2.796431599490323e-06,0.0,0.00021387029179035575,0.00011395348346998057,0.00014372423066141387,0.0003744514954988758,0.00027964315994903226
42,2.323470639352221e-07,2.009421143254193e-07,7.942452996907746e-08,3.166934648731824e-07,1.735204246174353e-06,2.9260218617407173e-07,2.323470639352221e-05,2.009421143254193e-05,7.942452996907746e-06,3.1669346487318245e-05,0.0001735204246174353,2.9260218617407175e-05
43,7.04008893007977e-07,2.419577337988797e-06,1.41140985607571e-06,2.4929058988644655e-05,6.530190236546293e-06,7.428961818609762e-06,7.040088930079769e-05,0.0002419577337988797,0.000141140985607571,0.0024929058988644656,0.0006530190236546294,0.0007428961818609762
44,0.00025646073272716895,0.0003195517773175589,0.00026928616958456144,0.0009891963963360928,0.0010638565734543783,0.0008630649573234272,0.025646073272716896,0.03195517773175589,0.026928616958456143,0.09891963963360928,0.10638565734543784,0.08630649573234273
45,0.0,3.764788947302924e-07,3.102544315408439e-07,0.0,1.939757524482117e-07,0.0,0.0,3.764788947302924e-05,3.1025443154084394e-05,0.0,1.9397575244821172e-05,0.0
46,1.8299803147862932e-05,4.609657421607879e-05,2.5834938135983797e-05,5.9934022782454104e-05,4.3364149937028315e-05,0.00010897010615798532,0.001829980314786293,0.004609657421607879,0.0025834938135983797,0.00599340227824541,0.004336414993702831,0.010897010615798532
47,2.5587533890780094e-05,6.535673917507945e-05,5.716530155819438e-05,7.445928227039052e-05,0.0001449485775069077,0.00017368460411042907,0.0025587533890780094,0.006535673917507945,0.005716530155819438,0.007445928227039052,0.014494857750690768,0.017368460411042907
48,0.0,6.563290141386978e-07,1.7453737044263085e-06,0.0,8.017518656405891e-07,0.0,0.0,6.563290141386977e-05,0.00017453737044263083,0.0,8.01751865640589e-05,0.0
49,1.1714835375547896e-05,3.3056385039184594e-05,3.2450082848991e-05,5.954008143110025e-05,9.048914378964494e-05,9.124114248743526e-05,0.0011714835375547896,0.0033056385039184595,0.0032450082848991,0.005954008143110025,0.009048914378964493,0.009124114248743527
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0002502969073294682,0.00041996574851466606,0.000327450094739685,0.0010471911093362508,0.0010620565648274535,0.0010657147907722458,0.025029690732946818,0.04199657485146661,0.032745009473968495,0.10471911093362508,0.10620565648274535,0.10657147907722458
52,9.84230023905264e-07,1.4388712215889096e-06,1.8625184155369413e-06,1.2650630883185474e-06,3.730663963698507e-06,2.326000175534921e-06,9.842300239052639e-05,0.00014388712215889095,0.00018625184155369412,0.00012650630883185473,0.0003730663963698507,0.0002326000175534921
53,5.2364928326080545e-06,6.535492456888475e-06,3.1083201256802793e-06,1.1700074611311336e-05,1.1682774243344146e-05,1.0349275860621872e-05,0.0005236492832608055,0.0006535492456888475,0.0003108320125680279,0.0011700074611311335,0.0011682774243344145,0.0010349275860621872
54,8.128981044292528e-06,1.1792935548928932e-05,1.999306556763772e-05,1.149016217450884e-05,0.00010463157075024578,4.9455611909385805e-05,0.0008128981044292527,0.0011792935548928932,0.001999306556763772,0.001149016217450884,0.010463157075024578,0.00494556119093858
55,1.0622600716473365e-05,2.1280322345741323e-05,1.7851206648379712e-05,3.356021191859833e-05,5.495910280573347e-05,5.2972179927986275e-05,0.0010622600716473365,0.0021280322345741324,0.0017851206648379712,0.003356021191859833,0.005495910280573347,0.005297217992798627
56,2.5666446117726968e-06,7.211937684104457e-06,3.1839519809500925e-06,1.0561669580908956e-05,2.0713972572176467e-05,1.772973116894171e-05,0.0002566644611772697,0.0007211937684104457,0.00031839519809500927,0.0010561669580908956,0.0020713972572176465,0.001772973116894171
57,0.0,1.7314065981077812e-07,1.614646592630765e-07,3.591995605852666e-08,2.594703985118428e-07,5.5081885551186484e-08,0.0,1.731406598107781e-05,1.614646592630765e-05,3.5919956058526663e-06,2.594703985118428e-05,5.508188555118648e-06
58,8.078164185592193e-06,1.8283011172076808e-05,1.3225375234757484e-05,2.5725190282097328e-05,4.450715394838116e-05,4.5067380808513386e-05,0.0008078164185592193,0.0018283011172076807,0.0013225375234757484,0.002572519028209733,0.004450715394838116,0.004506738080851338
59,0.0,0.0,2.386205441784679e-07,0.0,0.0,1.4520239697007163e-06,0.0,0.0,2.386205441784679e-05,0.0,0.0,0.00014520239697007162
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,6.8777493531415934e-06,5.953559416271025e-06,6.084710969263444e-06,1.2382857801579234e-05,1.3387327050381943e-05,1.4864747061863069e-05,0.0006877749353141594,0.0005953559416271026,0.0006084710969263444,0.0012382857801579233,0.0013387327050381943,0.001486474706186307
63,2.2999597110241905e-06,1.4593936644950211e-06,1.6704567165367625e-06,5.980786276625712e-07,4.409874996542401e-06,7.626638174018133e-06,0.00022999597110241906,0.0001459393664495021,0.00016704567165367625,5.9807862766257124e-05,0.0004409874996542401,0.0007626638174018133
